Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,6203256538.70967,6971758282.29351,9747886187.39393,10109297047.5432,12416152732.0567,15856668555.8336,17805098206.3141,19907329777.5872,20146416757.5987,20497128555.6972,19134221644.7325,18116572395.0772,18753456497.8159,18053222687.4126,18799444490.1128,19955929052.1496,14259995441.0759,14497243872.1337,17152234636.8715,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,254.184249149336,274.218553561575,376.223152003876,381.73323802844,452.053705477043,560.621505463146,606.694676337726,651.417134470046,637.087099117099,625.054941813938,565.569730408751,522.082215583898,525.469770891619,491.337221382603,496.6025042585,510.787063366811,356.496214115892,357.261152798144,413.757894705303,..
Afghanistan,AFG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,26261445894.5918,28521625037.4871,33344679966.8373,35321124705.4034,43140953896.0125,49936634725.4957,51184181904.4289,60766467131.1993,67458857272.9888,72946664022.0665,77274315044.0326,76798750471.4042,83362066704.4832,89369237677.5116,97800733345.013,100094011602.726,85767546197.7544,86148711748.6848,91271896894.46,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,8256658249.8128,9150528132.17633,11116937869.8568,13258506375.4518,12335540656.1006,12086545641.299,12973755874.5365,12246499747.9714,12796985886.1478,13296322588.1684,11470171826.9575,11988668784.6628,13258268435.6048,15379508329.7568,15585111614.0376,15241455556.3737,18032009220.4405,19017244116.7203,23547180412.3404,27177735527.5667
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,2741.72136549578,3057.77257038113,3743.05529896187,4498.50486763601,4213.65007574693,4149.14469936847,4465.70914328865,4222.3470988913,4420.23461988353,4602.23051443229,3981.72662261867,4168.37544462548,4614.0479692596,5365.48880180298,5460.4305086932,5370.77749956875,6413.28280828537,6846.42669381643,8575.17134637222,10011.6279856667
Albania,ALB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,18112067040.7321,20212730164.5506,22527491884.8191,24961568935.6313,26423570170.6128,28419225351.3526,29846424480.4471,30348654006.3871,30653691163.574,32696809829.5528,33840534295.4171,35112520544.852,37368669301.9669,39259416336.6027,42219281243.0817,41182550727.6019,45343111967.1762,54011348459.4688,58378809433.5428,63760906790.7788
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225638456572.143,247626161016.414,263619794506.723
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,3233.13339634212,3660.66104745322,4167.45169937531,5180.91881514686,4235.42990456612,4912.78585503672,5916.31364364343,6033.64884689543,5979.60138960585,6094.69392314956,4685.05902729002,4424.98529027556,4554.66753957828,4577.21029180491,4468.45341883656,3743.5419522929,4160.55926736925,4961.55257664733,5364.02795022731,5631.17999109851
Algeria,DZA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,405464777070.416,430089739623.741,455435983850.628,475816185949.483,484495939553.449,513922383993.713,540260920347.765,543660681589.814,552043162307.88,576084364271.011,552563707134.997,548945698735.394,562537088659.901,583471998103.511,601470923945.205,558300141593.952,648895630480.26,720184226953.646,776689344138.3,821720979879.888
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,647000000,721000000,750000000,871000000,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,8831.26975996609,8745.16621137404,9231.37240924563,10030.8089130902,12156.0293905777,10375.1720141957,10383.459331451,11745.4899153958,11813.5022034589,12026.3344929488,12727.4102651386,12843.3342903627,11863.6839452565,12552.0546868861,12886.1359517218,14489.2586563775,15236.1604875571,18017.4589383973,..,..
American Samoa,ASM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,3161084091.11674,3459337986.88383,3957625367.21959,4102319399.02343,3688976340.7549,3449925738.86069,3629133574.27783,3188652765.36184,3193512950.02419,3271685596.66321,2789881258.50362,2896610479.73077,3000162081.11976,3218419896.9641,3155149347.80639,2891001149.3611,3324647529.381,3380612573.32922,3785067331.7625,4039844390.22543
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,40829.801876968,43467.2109930745,48336.2283329823,49132.515707808,43975.0183668093,42746.8309526019,46657.1561173756,41500.5435791686,42470.3161159692,44369.659691379,38654.9347203095,40129.8192007698,40672.9943348258,42819.7745797624,41257.8045846483,37361.0900666982,42425.6996756291,42414.0590092117,46812.4484486309,49303.6733899464
Andorra,AND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3451259350.68147,3728768817.98712,3889274660.19026,3743831887.45967,3567168967.98064,3539214037.97724,3611940399.90852,3496180919.82724,3429540494.942,3576657555.21929,3661620791.67048,3833543204.91048,3915698820.58319,4152298789.83756,4395348448.44156,4031176207.5678,4649508748.84024,5457407403.46601,5799854946.96513,6140390670.0909
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,36970900883.8109,52381025141.4268,65266415494.2584,88538665084.8634,70307196181.6539,83799474069.7315,111789747670.59,128052915766.343,132339109040.232,135966802586.713,90496420506.5957,52761617225.9253,73690154990.7312,79450688259.3664,70897962732.0277,48501561203.5686,66505129987.7235,104399746853.401,84875162197.0107,80396942241.6233
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,1916.46842218625,2617.05196022633,3141.0459797605,4103.0669003635,3136.64546955947,3597.34293216332,4615.91059831778,5086.02740086376,5057.74787833163,5005.9997412707,3213.90261080059,1807.95294072643,2437.25971190821,2538.59139143371,2189.85571407618,1449.92286669308,1925.87466082167,2929.69445467272,2309.53413042773,2122.08368991872
Angola,AGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,94069250793.3624,108170250183.937,126666092623.102,143527785551.207,145654989373.802,153909425850.932,162538811659.181,185178296910.381,197839278641.871,217021998765.783,200475818990.044,199721223732.138,211424030475.15,229965233516.952,243736138717.595,215784887951.053,255820605533.992,282403642417.848,295719779328.449,316269278905.416
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1143896296.2963,1303674074.07407,1487381481.48148,1557640740.74074,1386518518.51852,1298348148.14815,1287359259.25926,1364729629.62963,1325496296.2963,1378707407.40741,1437485185.18519,1489603703.7037,1534855555.55556,1661529629.62963,1726448148.14815,1411637037.03704,1602125925.92593,1866566666.66667,2005785185.18518,2224814814.81481
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,14368.5708796058,16173.8136329968,18204.5124043068,18786.6743142216,16472.2478528568,15217.3950790922,14911.7275084471,15639.8078114787,15051.5113587425,15532.1062063584,16077.6340769406,16556.8551801588,16965.7288273816,18273.4270684912,18896.3721832248,15369.6082250401,17348.6006987182,20105.1989085164,21494.5474000727,23725.7903725506
Antigua and Barbuda,ATG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1869648421.17262,2172230129.35438,2438910773.02227,2485553313.20349,2201706020.73879,2053740262.1647,2055053749.15776,2008004315.57078,1916318722.69576,1923668370.58425,1876287100.28153,1918178442.04757,1938005691.19943,2229888663.55951,2425768090.57419,2054603457.83519,2377570792.25983,2779062289.10061,2948949156.32379,3150959938.89349
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530158122010.442,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557532320662.955,643628393281.364,524819892360.176,447754683615.225,385740508436.965,486564085480.036,632790070063.124,646075277525.125,633266692533.689
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,5067.65342293276,5869.38028970204,7185.25155147027,8944.1102657357,8150.23527028221,10260.1313108254,12704.2831819684,12949.717486654,12963.675773326,12233.1444119186,13679.6264980954,12699.9623137756,14532.5009308511,11752.7998922979,9955.97478680428,8535.59938004389,10738.0179223384,13935.6811110049,14187.4827252965,13858.2039802008
Argentina,ARG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,528046724347.489,588133949216.688,658480356265.582,698398185512.872,661115953562.315,736904550750.838,797263881242.037,819219854484.205,848625298160.51,838428063163.02,865155580188.784,882649216798.351,1035699067575.93,1090043170151.08,1057633159930.82,1011999397129.76,1191725417699.43,1343969240640.99,1369900046451.38,1378906089397.47
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,4900469511.10191,6384452066.5146,9206301269.79164,11662040713.8753,8647937081.2562,9260285755.62424,10142111824.5835,10619320682.9474,11121464437.0415,11609513246.7958,10553337518.414,10546136235.5219,11527458709.0158,12457940694.7395,13619290539.2116,12641698583.2152,13878908628.9378,19513506553.1251,24085749592.3359,25786585949.6346
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,1557.48458908655,2041.65267068997,2962.70234594569,3777.66859313767,2820.5926553347,3041.34450723339,3349.55309771906,3511.56399687426,3680.16692158886,3852.11800610384,3512.39350276709,3524.42476874707,3869.05373867752,4196.00562301769,4597.22887399548,4268.68093304583,4685.17997128509,6571.97445545099,8125.27395754003,8500.60522486719
Armenia,ARM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,16273869613.1272,18990125434.4095,22176749551.127,24163709284.131,20884649142.4407,21603503567.4249,23085520248.3701,27043423649.5481,28572642912.7207,29343064966.5336,29315404012.9832,31629425029.462,35949453239.3726,38233278956.681,44365671088.179,43552758696.8095,47164867556.762,56893939956.673,63833326718.2115,69234115090.8141
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2360017318.43575,2469782681.56425,2677641340.78212,2843024581.00559,2553793296.08939,2453597206.70391,2637859217.87709,2615208379.88827,2727849720.67039,2790849720.67039,2962907262.56983,2983635195.53073,3092429050.27933,3276184357.5419,3395798882.68156,2481857122.8401,2929446578.25104,3279343543.60416,3648573136.15155,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,24171.8371325422,24845.65848362,26736.3089444046,28171.9094008501,25134.7712303589,24093.1401510626,25712.3843015186,25119.6655449838,25813.5767274227,26129.8390617693,27458.2253310273,27441.5296617282,28440.051963759,30082.1276448186,31096.2050738676,22855.9323200761,27200.0610793969,30559.5335346581,33984.7906198041,..
Aruba,ABW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3426871110.42673,3572376596.74459,3782521886.32566,3926175809.15729,3489075178.00144,3434946033.94178,3623931877.15193,3549697827.01878,3793907213.86807,3808447873.65563,3881688126.57656,3926948315.28476,4080273098.09897,4278670721.5542,4270959490.77484,3146467247.47262,3844492519.39592,4469402564.46605,4827649139.53984,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,695692898676.56,748417562769.636,855007458585.224,1056112427190.38,928762122698.05,1148838233480.72,1398610616772.97,1547532281116.4,1577123329410.88,1468265356427.76,1351296372254.31,1206836962281.84,1325582658156.54,1427809041019.44,1392723834562.64,1328414058378.38,1556735770437.26,1690858246994.43,1728057316695.61,1752193307380.34
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,34479.7679298388,36595.7071548423,41051.6120652288,49701.2817843335,42816.5674002829,52144.6654705468,62605.600458306,68072.8732340801,68190.7010035651,62544.0873773726,56739.0265346593,49888.0410842736,53901.7145392154,57196.4220783778,54972.7017885437,51791.540179984,60607.7788605166,64997.0136536475,64835.9199754535,64407.484256932
Australia,AUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,666573991108.909,712648996565.745,763412360149.174,797546165740.298,874442486513.615,867452812307.34,938789002628.632,974432428747.204,1062294635632.22,1101098183876.09,1101816795436.34,1143265965868.5,1189571541596.14,1252748396187.98,1334462906706.38,1384652202439.55,1494437295625.78,1713614547048.26,1879379921223.82,1936797839321.65
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,313952317330.776,333905979332.481,386760177589.497,429234399096.173,399290118782.429,389827789217.634,428954737064.057,406750487603.59,426580502769.417,438556021078.034,379546097300.633,393687359770.273,414926138132.691,452582294972.775,442983642371.842,434397601557.696,480467037338.783,471773629830.381,511685203845.001,521642466921.745
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,38157.37022862,40382.2078298575,46622.9622913635,51581.3982361071,47857.4446635266,46611.1393420232,51116.8953522042,48250.4059142637,50305.3545774973,51314.9722616322,43915.228020857,45061.4993920192,47163.7425775142,51194.0749841299,49885.9947355204,48716.4098900349,53648.7190742245,52176.6649141178,56033.573792065,56833.1960472053
Austria,AUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,286136493567.015,309214389032.941,325131802424.247,341570699090.85,339285440340.572,349089444117.312,370671977954.567,389098738029.221,402959936317.639,413263298435.022,428354580959.906,457782737463.172,473923403470.153,500696126093.052,535946931732.608,521841933098.152,563937063927.258,639574811164.391,643595441773.677,657343622086.766
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,13245421880.834,20981929497.6188,33049419431.2244,48851293785.4483,44292427184.9492,52909294791.9262,65952796427.9473,69679944504.1972,74160560123.6902,75239785452.1022,53076235354.746,37866996882.9157,40866627351.9817,47112470051.7701,48174235294.1176,42693000000,54825411764.7059,78807470588.2353,72428470588.2353,74315882352.9412
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,1578.36733030667,2472.95725732287,3851.33015175141,5574.46810432575,4950.39949009423,5843.5337683582,7189.81869211976,7495.86527658099,7875.34536661549,7890.84028062087,5500.50364628486,3880.6852276838,4147.1981423222,4739.7943123408,4805.75371765917,4229.91064904503,5408.04535175023,7770.594223351,7133.02838048328,7283.83562954872
Azerbaijan,AZE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,57525596305.9818,79737913230.3882,102752139842.818,115824486185.483,127457981878.843,135184889342.106,135803575412.212,148678132524.431,162604723251.662,167470430285.624,145466446321.067,141837623390.756,141069643128.845,151909515454.013,167158106107.002,153047750160.236,203884098954.124,228717780540.74,240157347500.686,255978795310.91
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720400000,10475300000,11139100000,11837600000,11880900000,12446900000,12819200000,13277000000,10363200000,12037000000,13896800000,15271300000,15832800000
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,28602.4181869995,29184.7865087908,30051.8489587756,29392.3824416397,27512.9130950084,27473.100430502,27090.8376801379,28552.0242683151,27642.7419759179,29137.2175632622,30719.405417469,30616.5363157284,31875.4881749619,32642.3353203452,33640.3369861278,26178.7537607708,30367.8605757708,34957.1613279737,38231.774484278,39455.4466548546
"Bahamas, The",BHS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,10022060354.5234,10591116604.2273,11035364907.0718,10986620781.6859,10592816282.8435,10886517826.6701,11179248735.1189,11652886944.3095,11480182878.3561,12128852901.2596,12384087314.253,12528462792.3855,13386673556.9062,13834540972.566,14254082379.9356,10769304826.4195,12313201284.2481,14625921166.6018,15614176109.9621,16532024282.4816
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,15968723404.2553,18504760638.2979,21730000000,25710904255.3191,22938218085.1064,26805984042.5532,29914680851.0638,31963404255.3191,33823324468.0851,34772526595.7447,32523297872.3404,33884680851.0638,37204813829.7872,39567978723.4043,40446808510.6383,35837632978.7234,40840212765.9574,46458191489.3617,46192260638.2979,47736702127.6596
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,17966.1657837625,19267.282615072,20908.4042548073,23299.4992780392,19465.3140745038,21819.3291098099,25032.7867743333,26438.6733230428,26989.7601148469,26451.7965647453,23734.0551143019,23800.001440631,24784.7693514607,26324.4066549559,27259.7438599327,24342.8444554718,27147.8083882286,30470.5219276023,29290.1284215098,30048.2177718844
Bahrain,BHR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,42013080198.8788,46109468096.963,51286604420.6927,55539312164.1959,57301203503.1051,60511365801.66,62950607636.3072,68563454589.6353,70567575887.0546,71379476259.9094,65822385264.1269,67525760773.3312,75332756767.7388,78150406940.0445,83979879528.4482,78668739612.8244,82671890844.1512,94039487080.4043,101201588299.581,106776082045.154
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,69476001239.419,71795736172.1561,79611644974.5571,91636997370.9772,102475158190.998,115275540051.262,128607482310.357,133310747603.483,149998957434.186,172886611653.786,195146608978.131,265224515675.034,293732446624.596,321362752441.78,351231654603.692,373979442362.193,416271647911.014,460131689083.083,437415333018.291,450119424622.389
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,480.08585075452,490.388026533289,537.955492792911,613.06204104124,679.211477428056,757.385280361508,837.336944695647,859.680536375497,958.262989798283,1094.46199702838,1224.38647668165,1649.28380858601,1811.08221668646,1965.24372731467,2129.79896954606,2248.85078828233,2482.84917843357,2716.48592780431,2551.01773827307,2593.41607390407
Bangladesh,BGD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,292288029438.599,321404279211.061,353413232026.431,381885501594.424,403626330533.373,431294060080.085,468647816773.515,532553859722.85,577776460458.473,627516703644.248,671359529456.477,736379109928.489,791891204668.818,897767805988.755,997249695284.319,1104316059486.83,1247561124482.2,1431395376250.57,1568541874255.92,1674316179059.49
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,3819500000,4217323400,4675767950,4790410400,4466809600,5191188500,5342183800,5271257500,5361158350,5365976700,5288057750,5330761500,5517340450,5629916200,5788288000,5168344450,5275242050,6257303500,6720733200,7165000000
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,14214.4202213572,15619.6005955511,17235.4396434785,17565.6929970592,16294.9099491834,18860.3833703309,19345.9953139542,19034.0708028512,19308.0091116993,19277.9423599235,18954.2913724506,19065.8069800213,19692.7606711615,20055.915870771,20583.7265786414,18347.1109131055,18696.7858952957,22164.0260273876,23804.0249914995,25365.7949424181
Barbados,BRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4696478447.7666,5135204147.06954,5383993121.508,5522489627.30581,5277763798.8087,5223435779.82793,5292206731.94635,4967435168.48394,4999266451.28791,4941377803.45956,4967346924.58039,5036587066.92182,5014752559.24251,5207517102.66114,5275547370.24394,4457727484.3495,4425161020.06509,5586046010.36701,6023965379.53364,6404076764.65263
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,30210091836.8294,36961894281.3444,45275711995.825,60752106347.126,50873167326.0414,57231904542.8755,61762382327.9319,65685890438.8922,75527558966.4473,78813069120.9984,56454769844.7632,47723545321.259,54725405751.1559,60031026576.26,64410170653.4569,61371673344.7424,69673747131.87,73775179924.603,72478760370.4258,75961865471.9129
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,3126.07176665248,3848.22350300163,4735.48107556066,6376.17569162063,5352.48809190697,6034.67885177216,6527.6593428786,6953.21591683101,7998.0802045456,8341.31809294883,5967.05595058777,5039.77560949445,5785.54491935194,6360.037502312,6837.77339645635,6542.85579976768,7489.71894713888,7994.64806074889,7896.75388295584,8316.64776291533
Belarus,BLR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,93130096681.3365,105602279424.649,117791170660.995,132306851781.267,133389134344.402,145473507864.257,156715098657.899,171127080561.616,179553714196.485,179879739572.13,171562717858.933,168862491607.69,174175435650.665,189020934305.568,210075611346.388,233301042735.647,256855349956.29,262349397260.188,283005268450.188,301471103995.527
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,385714762230.039,408259840868.823,470922156309.453,517328087920.078,485014525992.461,481556503720.001,527196649048.639,498414364944.961,524097026598.55,537987419164.351,461044767544.531,474271566739.729,500908767351.53,542638913427.921,536726344405.489,529694473501.791,598522422241.851,593614574325.878,644655275111.58,664564181486.953
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,36809.7013403619,38705.1067959147,44319.165448813,48303.397956286,44923.3400135081,44197.393671162,47760.8298776546,44874.1709182123,46964.5946777056,47995.7786961339,40893.804537772,41854.5498296444,44035.3239358548,47487.2100392561,46716.6227467964,45906.2875805246,51658.238294958,50822.2518538518,54690.0942734964,55954.6106261018
Belgium,BEL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,347658412088.972,371910293569.293,391020785776.548,405729462246.522,409034917983.614,434128146075.674,455271537460.137,471861624035.897,489497572460.263,506062503280.372,519562781951.127,548605717461.086,571670659099.524,599540192091.147,651568428663.064,647547562363.422,702925341289.817,796097823446.673,814029729290.6,856629284653.932
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1474950000,1591150000,1707100000,1738900000,1688500000,1745700000,1827050000,1909400000,2032750000,2138250000,2193050000,2240200000,2266300000,2293250000,2388300000,2042850000,2420550000,2846700000,3066850000,3515783328.91079
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,5272.74417207961,5527.16775856439,5765.28199932455,5713.28126796797,5401.22963143045,5451.13897172477,5582.22170621269,5709.68918765363,5950.20299917747,6128.14288539305,6154.49593498217,6142.49873185177,6072.58267640581,6031.28139580144,6190.04792278445,5227.19363786168,6122.61158580079,7068.45478269722,7459.99815132837,8429.67959707387
Belize,BLZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2651984341.59973,2857099677.93355,3032907162.12651,3039342498.34301,3046182781.32742,3117550615.77091,3174088034.88961,3098710709.99168,3250377139.13507,3311260718.30445,3398772050.198,3428786070.73689,3404254285.09165,3622682735.48562,4063289991.47876,3758836239.11244,4616637500.26857,5423194808.06664,5682898282.4383,6294776296.61763
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,6567654954.38903,7034111314.88812,8169048382.83875,9787734526.23965,9738626517.00319,9535345015.78355,10693321363.6574,11141358115.8991,12517845123.9315,13284527846.9081,11388160996.7738,11821065853.3838,12701655836.9467,14262408089.9261,14391686313.4641,15686741893.5187,17687623534.6665,17425405083.8797,19673290995.8491,21482643720.2743
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,779.437777753268,809.147072506221,912.338247188342,1060.60254502099,1024.10277858112,973.244254931526,1059.41358852588,1071.5258366283,1168.92699279226,1204.39918670094,1002.41886879614,1010.5338961993,1054.97408066814,1151.7409703472,1130.82135339795,1200.19426631122,1318.65158107487,1266.42710981159,1394.17784663045,1485.38018980894
Benin,BEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,16393603609.2827,17565614139.7533,19121539964.5388,20444297274.8221,21047481282.7312,21753633405.3039,22860459982.9645,24393778410.0812,26896876069.4006,29454694903.9928,30961687093.8936,33245555033.1574,34745526935.4768,36720416644.3096,40076293090.6914,42407309934.6404,46467947984.7692,52893642973.6996,58278092338.3684,64135878351.0355
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,4868136000,6144000000,6767000000,6980000000,6656000000,6634526000,6312691000,6378188000,6465756000,6413988000,6654541000,6899911000,7142316000,7225977000,7423465000,6887364000,7290037000,7874381000,8579242000,8980200000
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,77628.103522508,97781.4558996721,107395.651483891,110268.562401264,104711.712420357,104111.824244802,99049.0169927667,100213.493385287,101704.40746217,100961.576602811,104855.366822135,108747.356144305,112339.425587467,113204.82210838,115798.040775578,106976.546239632,112765.08167306,121613.939983629,132604.439086216,138934.958846463
Bermuda,BMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4250016553.30314,4623961353.15661,4908105011.79343,4909322335.7464,4661665611.4008,4600224450.62097,4519405326.5993,4401060438.48103,4546789583.9929,4573359853.64919,4819676018.15066,5102072630.22836,5447424722.84928,5488075615.45772,5832740627.90402,5481895565.20419,5968282122.23481,6807865902.96515,7399642886.20114,7738130438.58606
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,860391000.221655,942879878.538879,1255767964.00491,1317517834.59916,1331343797.77308,1708880730.20989,1977728658.68259,1973387227.96519,1943696951.65411,2089079570.58285,2187815803.36833,2357504760.78592,2591358009.20276,2583335721.85904,2735683570.46155,2457604333.90927,2768802960.11204,2898227743.75576,3019253885.46989,..
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,1299.94938578359,1405.6071618158,1850.41570433398,1919.59774896395,1918.39599211093,2435.5798056672,2787.97967608562,2751.2128864294,2679.95217201538,2849.49998647303,2954.04081911097,3152.30905106786,3435.28804735662,3400.20417245342,3576.87987100503,3191.66906999331,3570.61257980872,3711.32767981591,3839.4093039286,..
Bhutan,BTN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2993853472.10641,3260264370.77942,3887877075.97384,4142277505.58571,4487394036.54647,5083865945.59751,5629238206.58806,6152394144.3722,6285876277.6316,6835344112.57439,7564534468.08804,8430904600.97512,8808682290.34117,9093982075.92963,9873190251.01731,9605861812.92756,10436528611.9245,11763540572.3864,12781872654.6775,..
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,9549122905.32852,11451844902.2214,13120108008.3477,16674276285.8956,17339992193.7322,19649723722.1034,23963164696.592,27084497481.9103,30659338885.6729,32996188017.3661,33000198248.9146,33941126193.9219,37508642170.767,40287647930.5355,40895322850.9407,36629843806.0781,40406111693.1983,44008282879.8842,45135398002.8944,49668296743.8495
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,1020.12326200737,1202.71150446327,1354.54905949929,1692.67248455876,1731.18172112209,1929.78373077158,2315.52121930607,2575.59857098084,2870.02377000756,3041.43503162408,2996.01289811344,3035.87347732132,3306.30301224425,3500.72642189887,3503.89601123129,3099.94219053514,3384.84486462654,3643.92826984604,3686.27996442176,4001.21133990795
Bolivia,BOL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,37749359760.9916,40780171855.7844,43796805026.6176,47385371261.035,49278173098.8451,51935331423.9941,55765337777.5774,61696072906.0143,70394877007.2335,76454300115.4351,78777661969.4082,84385715066.6074,96545462750.1116,103029675562.864,107078496355.74,98004280065.3528,112858166789.685,125263793321.541,133770780373.29,138902580580.686
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,11222796336.5426,12864841905.9543,15778734264.3787,19112796623.1175,17613949091.2294,17176315803.7298,18644233537.1093,17226735995.6905,18179108530.5261,18558733564.4692,16404348871.4437,17116926327.6247,18326373366.1105,20484053868.9246,20482608755.379,20226036564.4129,23672712242.2149,24534663636.1778,27592361387.8597,28343394203.4694
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,2739.61076866057,3166.12865344833,3931.48948737505,4841.69311934649,4539.91863774968,4506.47828548389,4982.69375768263,4693.78899115381,5034.56616016469,5206.06558252,4662.25883724069,4928.5665251728,5345.01985489192,6047.84584261133,6122.3753450882,6130.31133245161,7295.3438240957,7655.59421024383,8663.02322987879,8957.37294188215
